date,zone,site,plot,pit,spp,sex,rcap,toe_num,SV_length,total_length,weight,tail,pc
6/7/96,M,WELL,B,1,UTST,F,N,1,41,103,2,B,1
6/7/96,T,EAST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/7/96,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/11/96,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/11/96,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/11/96,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/11/96,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/11/96,G,BASN,B,1,CNIN,M,N,8,51,183,3,W,0
6/11/96,G,BASN,B,8,CNIN,M,N,7,56,195,4,W,0
6/11/96,G,IBPE,C,3,UTST,F,N,3,44,118,3,W,0
6/11/96,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/11/96,M,NORT,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/11/96,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/11/96,M,WELL,B,1,UTST,F,R,1,NA,NA,NA,W,0
6/11/96,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/11/96,T,WEST,A,11,CNIN,M,N,6,55,88,4,B,1
6/14/96,C,CALI,A,15,EUOB,NA,N,NA,91,193,17,W,0
6/14/96,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/14/96,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/14/96,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/14/96,G,IBPE,C,15,CNIN,F,N,NA,49,161,2,W,0
6/14/96,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/14/96,M,NORT,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/14/96,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/14/96,M,WELL,B,1,UTST,F,N,NA,44,117,3,W,0
6/14/96,M,WELL,B,10,UTST,F,N,NA,43,74,2,B,1
6/14/96,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/14/96,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/9/96,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/9/96,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/9/96,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/9/96,G,BASN,B,2,UTST,M,N,6,27,71,1,W,0
8/9/96,G,BASN,B,5,CNIN,F,N,1,58,193,4,W,0
8/9/96,G,IBPE,C,12,CNIN,F,N,2,57,155,4,B,0
8/9/96,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/9/96,M,NORT,C,4,PHCO,J,N,1,24,35,1,W,0
8/9/96,M,NORT,C,8,UTST,F,N,11,44,110,1,B,1
8/9/96,M,RABB,A,13,UTST,M,N,10,29,34,1,B,0
8/9/96,M,WELL,B,4,UTST,F,N,9,30,79,1,W,0
8/9/96,M,WELL,B,6,SCUN,M,N,8,23,55,1,W,0
8/9/96,M,WELL,B,11,SCUN,M,N,7,26,66,1,W,0
8/9/96,T,EAST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/9/96,T,EAST,B,7,SCUN,F,N,3,57,143,7,W,0
8/13/96,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/13/96,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/13/96,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/13/96,G,IBPE,C,1,UTST,NA,NA,NA,NA,NA,NA,NA,1
8/13/96,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/13/96,M,NORT,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/13/96,M,RABB,A,14,UTST,NA,R,10,NA,NA,NA,B,0
8/13/96,M,RABB,A,15,UTST,M,N,16,35,98,2,W,0
8/13/96,M,WELL,B,2,UTST,M,N,14,22,55,1,W,0
8/13/96,M,WELL,B,2,UTST,F,N,15,23,55,1,W,0
8/13/96,M,WELL,B,12,UTST,M,N,12,36,85,1,B,1
8/13/96,M,WELL,B,16,UTST,M,N,13,34,93,1,W,0
8/13/96,T,EAST,B,5,UTST,M,N,17,21,57,1,W,0
8/16/96,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/16/96,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/16/96,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/16/96,G,BASN,B,11,CNIN,J,N,3,33,98,1,W,0
8/16/96,G,BASN,B,14,CNIN,F,N,4,53,193,6,W,0
8/16/96,G,IBPE,C,9,UTST,M,N,18,35,93,1,W,0
8/16/96,G,SUMM,A,3,CNUN,F,N,1,33,108,1,W,0
8/16/96,G,SUMM,A,12,CNUN,NA,N,NA,NA,NA,NA,NA,1
8/16/96,M,NORT,C,5,UTST,M,N,19,22,55,1,W,0
8/16/96,M,NORT,C,10,UTST,J,N,20,24,59,1,W,0
8/16/96,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/16/96,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/16/96,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/16/96,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/15/96,C,CALI,A,2,UTST,M,N,6,51,147,5,W,1
11/15/96,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/15/96,C,SAND,B,1,UTST,F,N,1,42,108,3,W,0
11/15/96,C,SAND,B,3,UTST,M,N,3,54,149,6,W,0
11/15/96,C,SAND,B,10,UTST,F,N,2,32,83,1,B,0
11/15/96,C,SAND,B,11,UTST,M,N,4,40,109,2,B,0
11/15/96,C,SAND,B,14,UTST,M,N,5,42,117,3,W,0
11/15/96,G,BASN,B,8,UTST,F,N,7,39,103,2,W,0
11/15/96,G,IBPE,C,1,UTST,M,N,8,45,128,4,B,0
11/15/96,G,IBPE,C,5,UTST,M,N,10,46,127,4,B,0
11/15/96,G,IBPE,C,8,UTST,F,N,9,36,89,1,W,0
11/15/96,G,IBPE,C,11,UTST,M,N,11,51,81,1,W,0
11/15/96,G,IBPE,C,13,UTST,M,N,12,49,126,5,B,0
11/15/96,G,IBPE,C,13,UTST,M,N,13,44,101,3,B,0
11/15/96,G,IBPE,C,13,UTST,M,N,14,46,131,4,W,0
11/15/96,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/15/96,M,NORT,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/15/96,M,RABB,A,1,UTST,F,N,23,38,100,1,W,0
11/15/96,M,RABB,A,4,SCUN,F,N,1,33,90,1,B,0
11/15/96,M,RABB,A,13,UTST,F,N,21,40,91,1,B,0
11/15/96,M,RABB,A,13,UTST,M,N,22,41,107,2,B,0
11/15/96,M,WELL,B,4,UTST,F,N,15,36,100,1,W,0
11/15/96,M,WELL,B,5,UTST,M,N,17,51,138,4,W,0
11/15/96,M,WELL,B,8,UTST,F,N,16,41,111,2,W,0
11/15/96,M,WELL,B,11,UTST,F,N,18,43,115,2,B,0
11/15/96,M,WELL,B,11,UTST,M,N,19,46,123,3,W,0
11/15/96,M,WELL,B,15,UTST,F,N,20,39,87,1,B,0
11/15/96,T,EAST,B,2,UTST,F,N,30,49,133,4,W,0
11/15/96,T,EAST,B,2,UTST,M,N,31,38,103,2,W,0
11/15/96,T,EAST,B,2,UTST,F,N,32,35,94,1,W,0
11/15/96,T,EAST,B,3,UTST,F,N,29,46,126,4,W,0
11/15/96,T,EAST,B,6,UTST,M,N,28,47,128,4,W,0
11/15/96,T,EAST,B,7,UTST,M,N,27,45,115,3,B,0
11/15/96,T,EAST,B,10,UTST,F,N,26,47,114,4,B,0
11/15/96,T,EAST,B,13,UTST,F,N,25,38,91,1,B,0
11/15/96,T,EAST,B,15,UTST,M,N,24,53,150,6,W,0
11/22/96,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/22/96,C,GRAV,D,5,UTST,M,N,NA,43,122,3,W,0
11/22/96,C,SAND,B,1,UTST,M,N,NA,42,121,3,W,0
11/22/96,C,SAND,B,2,UTST,F,N,NA,37,104,2,W,0
11/22/96,C,SAND,B,4,UTST,M,N,NA,37,106,2,W,0
11/22/96,C,SAND,B,13,UTST,F,N,NA,40,110,3,W,0
11/22/96,G,BASN,B,9,UTST,F,N,NA,47,124,4,W,0
11/22/96,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/22/96,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/22/96,M,NORT,C,5,UTST,M,N,NA,40,110,2,W,0
11/22/96,M,NORT,C,14,UTST,M,N,NA,49,135,4,W,0
11/22/96,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/22/96,M,WELL,B,2,UTST,M,N,NA,34,55,1,B,0
11/22/96,M,WELL,B,6,UTST,F,N,NA,31,83,1,W,0
11/22/96,T,EAST,B,10,UTST,M,N,NA,30,79,1,W,0
11/22/96,T,EAST,B,13,UTST,F,N,NA,38,101,2,W,0
3/14/97,C,CALI,A,7,UTST,M,N,1,49,131,4,W,0
3/14/97,C,CALI,A,10,UTST,M,N,2,47,131,3,B,1
3/14/97,C,CALI,A,10,UTST,M,N,3,53,150,5,W,0
3/14/97,C,CALI,A,11,COTE,M,N,1,33,69,1,W,1
3/14/97,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/14/97,C,SAND,B,1,UTST,M,N,5,49,124,4,B,0
3/14/97,C,SAND,B,8,UTST,M,N,4,48,128,4,B,0
3/14/97,G,BASN,B,3,UTST,M,N,6,49,131,4,W,0
3/14/97,G,BASN,B,5,UTST,M,N,7,50,117,5,B,0
3/14/97,G,IBPE,C,2,UTST,M,N,9,40,118,3,B,0
3/14/97,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
3/14/97,M,NORT,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/14/97,M,RABB,A,10,UTST,F,N,8,38,94,2,B,0
3/14/97,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/14/97,T,EAST,B,16,UTST,M,N,10,51,91,5,B,0
3/14/97,T,EAST,B,16,UTST,M,N,11,46,119,3,B,0
3/14/97,T,WEST,A,16,UTST,F,N,12,50,125,5,B,0
3/21/97,C,CALI,A,11,COTE,M,N,NA,41,92,3,W,0
3/21/97,C,CALI,A,3,UTST,F,N,NA,45,114,4,W,0
3/21/97,C,CALI,A,8,UTST,NA,NA,2,NA,NA,NA,NA,0
3/21/97,C,CALI,A,14,COTE,NA,NA,1,NA,NA,NA,NA,0
3/21/97,C,GRAV,D,7,UTST,F,N,NA,48,108,4,B,0
3/21/97,C,GRAV,D,10,COTE,M,N,NA,36,77,2,W,0
3/21/97,C,SAND,C,4,UTST,M,N,NA,51,75,4,B,0
3/21/97,C,SAND,C,8,UTST,M,N,NA,50,138,5,W,0
3/21/97,C,SAND,C,14,UTST,M,N,NA,49,132,4,W,0
3/21/97,G,BASN,B,2,CNTE,F,N,NA,145,151,2,W,0
3/21/97,G,BASN,B,5,UTST,F,N,NA,47,125,4,B,0
3/21/97,G,BASN,B,10,CNIN,M,N,NA,45,105,2,B,0
3/21/97,G,BASN,B,12,CNIN,J,N,NA,35,118,1,W,0
3/21/97,G,IBPE,C,7,CNIN,M,N,NA,53,168,4,W,0
3/21/97,M,NORT,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/21/97,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/21/97,M,WELL,B,11,UTST,F,N,NA,45,120,4,NA,1
3/21/97,M,WELL,B,15,UTST,M,N,NA,48,129,4,W,0
3/21/97,T,EAST,B,4,CNIN,J,N,NA,41,105,2,B,0
3/21/97,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/9/97,C,CALI,A,16,COTE,M,N,1,64,88,7,B,1
6/9/97,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
6/9/97,C,SAND,B,5,CNTI,NA,NA,NA,NA,NA,NA,W,1
6/9/97,C,SAND,B,13,CNTI,F,N,1,98,327,28,W,1
6/9/97,G,BASN,B,1,CNIN,M,N,NA,52,174,3,W,1
6/9/97,G,BASN,B,2,CNIN,M,N,10,60,189,5,W,0
6/9/97,G,BASN,B,2,CNIN,M,N,11,50,124,4,B,1
6/9/97,G,BASN,B,3,CNIN,F,N,9,52,176,4,W,0
6/9/97,G,BASN,B,4,CNIN,F,N,6,53,73,4,W,0
6/9/97,G,BASN,B,4,CNIN,M,N,NA,52,160,3,W,1
6/9/97,G,BASN,B,12,CNIN,F,N,7,52,109,4,B,0
6/9/97,G,BASN,B,12,CNIN,NA,N,NA,47,143,3,B,1
6/9/97,G,BASN,B,14,CNIN,J,N,8,46,125,3,W,0
6/9/97,G,BASN,B,16,CNIN,F,N,12,53,179,5,W,0
6/9/97,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/9/97,G,SUMM,A,5,CNUN,F,N,NA,NA,NA,NA,B,1
6/9/97,M,NORT,C,4,UTST,F,N,3,46,121,5,W,0
6/9/97,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/9/97,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/9/97,T,EAST,B,3,UTST,F,N,1,43,113,3,W,0
6/9/97,T,EAST,B,5,CNIN,M,N,4,52,170,5,W,0
6/9/97,T,EAST,B,6,UTST,M,N,2,48,130,6,W,1
6/9/97,T,EAST,B,15,CNIN,M,N,5,56,190,6,B,0
6/9/97,T,WEST,A,7,CNIN,M,N,1,55,190,5,W,0
6/9/97,T,WEST,A,10,CNIN,F,N,2,49,90,3,B,0
6/9/97,T,WEST,A,15,CNIN,M,N,3,53,183,4,W,1
6/12/97,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/12/97,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
6/12/97,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/12/97,G,BASN,B,2,CNIN,J,N,14,45,156,2,W,0
6/12/97,G,BASN,B,11,UTST,F,N,6,46,125,4,W,1
6/12/97,G,IBPE,C,12,CNIN,NA,N,13,49,149,3,B,1
6/12/97,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
6/12/97,M,NORT,C,3,UTST,NA,NA,3,NA,NA,NA,NA,1
6/12/97,M,NORT,C,12,UTST,M,N,4,49,138,4,W,1
6/12/97,M,RABB,A,2,UTST,M,N,5,50,137,4,W,0
6/12/97,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/12/97,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
6/16/97,C,CALI,A,14,CNIN,J,N,17,49,163,2,W,1
6/16/97,C,GRAV,D,12,CNUN,F,N,1,56,179,4,W,1
6/16/97,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/16/97,G,BASN,B,14,CNIN,J,N,16,47,152,2,W,1
6/16/97,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
6/16/97,G,SUMM,A,8,EUOB,NA,N,1,59,158,7,W,0
6/16/97,M,NORT,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/16/97,M,RABB,A,6,UKCN,NA,NA,NA,NA,NA,NA,NA,1
6/16/97,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
6/16/97,T,EAST,B,10,UTST,F,N,7,46,124,4,W,0
6/16/97,T,EAST,B,16,CNIN,J,N,15,48,159,3,W,0
6/16/97,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/19/97,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/19/97,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/19/97,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/19/97,G,BASN,B,1,CNIN,M,N,NA,51,123,3,B,0
6/19/97,G,BASN,B,3,CNUN,F,N,NA,53,90,4,B,1
6/19/97,G,BASN,B,4,CNIN,NA,NA,NA,NA,NA,NA,NA,1
6/19/97,G,BASN,B,7,CNIN,M,N,NA,54,186,4,W,0
6/19/97,G,BASN,B,8,UTST,M,N,NA,49,130,4,W,0
6/19/97,G,BASN,B,11,CNIN,F,N,NA,64,193,5,W,0
6/19/97,G,BASN,B,11,CNIN,M,N,NA,51,179,4,W,0
6/19/97,G,BASN,B,11,CNIN,M,N,NA,56,194,5,W,0
6/19/97,G,BASN,B,11,CNTI,F,N,NA,68,248,9,W,0
6/19/97,G,BASN,B,14,HOMA,M,N,NA,53,115,4,W,0
6/19/97,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/19/97,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/19/97,M,NORT,C,1,UTST,F,N,NA,48,125,4,W,0
6/19/97,M,NORT,C,15,CNNE,F,N,NA,NA,NA,NA,NA,1
6/19/97,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/19/97,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
6/19/97,T,EAST,B,10,UTST,F,N,NA,45,115,3,W,0
8/15/97,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
8/15/97,C,CALI,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
8/15/97,C,GRAV,D,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
8/19/97,C,CALI,A,14,COTE,F,N,1,38,84,2,W,0
8/19/97,C,GRAV,D,12,UTST,M,N,14,31,92,1,W,0
8/19/97,C,SAND,B,9,CNUN,J,N,1,33,94,1,B,0
8/19/97,C,SAND,B,10,UTST,M,N,12,NA,NA,2,NA,1
8/19/97,C,SAND,B,10,UTST,F,N,13,32,84,1,W,0
8/19/97,G,BASN,B,2,UTST,F,N,11,28,74,1,W,0
8/19/97,G,BASN,B,8,UTST,M,N,15,35,100,2,W,1
8/19/97,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/19/97,G,SUMM,A,13,EUOB,J,N,1,52,117,3,W,0
8/19/97,M,NORT,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/19/97,M,RABB,A,13,UTST,M,N,8,31,82,1,W,0
8/19/97,M,RABB,A,13,UTST,M,N,9,36,93,1,W,0
8/19/97,M,RABB,A,15,UTST,J,N,10,25,63,1,W,0
8/19/97,M,WELL,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/19/97,T,EAST,B,1,UTST,F,N,3,33,81,1,W,0
8/19/97,T,EAST,B,3,UTST,M,N,4,37,107,2,W,0
8/19/97,T,EAST,B,13,UTST,F,N,5,32,90,1,W,0
8/19/97,T,EAST,B,14,UTST,F,N,6,31,81,1,W,0
8/19/97,T,EAST,B,15,UTST,M,N,7,36,96,2,W,1
8/19/97,T,WEST,A,1,CNIN,J,N,1,30,91,1,W,0
8/19/97,T,WEST,A,6,GAWI,J,N,NA,NA,NA,NA,NA,1
8/19/97,T,WEST,A,13,UTST,M,N,2,36,97,1,W,0
8/19/97,T,WEST,A,16,UTST,J,N,1,32,80,1,W,1
8/22/97,C,CALI,A,1,UTST,M,N,23,37,104,2,W,0
8/22/97,C,CALI,A,9,COTE,F,N,2,32,60,1,B,0
8/22/97,C,CALI,A,10,EUOB,J,N,2,55,142,3,W,0
8/22/97,C,CALI,A,14,COTE,NA,NA,1,NA,NA,NA,NA,1
8/22/97,C,GRAV,D,10,UTST,NA,NA,14,NA,NA,NA,NA,1
8/22/97,C,SAND,B,3,CNTI,NA,NA,NA,NA,NA,NA,NA,1
8/22/97,C,SAND,B,6,UTST,F,N,22,36,45,1,B,0
8/22/97,C,SAND,B,8,UTST,NA,NA,NA,NA,NA,NA,NA,1
8/22/97,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/22/97,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/22/97,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/22/97,M,NORT,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
8/22/97,M,RABB,A,5,SCUN,M,N,1,27,66,1,W,0
8/22/97,M,WELL,B,7,CNNE,F,N,1,35,113,1,W,0
8/22/97,T,EAST,B,3,UTST,M,N,19,31,72,1,B,0
8/22/97,T,EAST,B,5,UTST,F,N,18,25,32,1,B,0
8/22/97,T,EAST,B,7,UTST,M,N,20,37,95,1,B,1
8/22/97,T,EAST,B,7,UTST,M,N,21,27,73,1,W,0
8/22/97,T,EAST,B,13,UTST,M,N,17,32,85,1,W,0
8/22/97,T,EAST,B,16,PHCO,NA,N,1,82,118,37,W,1
8/22/97,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
8/22/97,T,WEST,A,2,CNIN,F,N,2,53,113,4,B,0
8/22/97,T,WEST,A,16,UTST,M,N,16,35,97,1,W,0
8/25/97,C,CALI,A,1,COTE,F,N,2,29,70,1,W,0
8/25/97,C,CALI,A,5,COTE,F,N,3,37,81,2,W,1
8/25/97,C,GRAV,D,10,UTST,NA,R,14,NA,NA,NA,NA,0
8/25/97,C,GRAV,D,14,UTST,F,N,24,35,93,1,W,0
8/25/97,C,SAND,B,3,UTST,NA,NA,NA,NA,NA,NA,NA,1
8/25/97,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
8/25/97,G,IBPE,C,1,UTST,M,N,28,22,55,1,W,0
8/25/97,G,IBPE,C,10,UTST,M,N,27,39,105,2,W,0
8/25/97,G,SUMM,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/25/97,M,NORT,C,11,CNTI,J,N,1,41,137,2,W,0
8/25/97,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/25/97,M,WELL,B,8,UTST,F,N,25,34,90,1,W,0
8/25/97,M,WELL,B,12,UTST,F,N,26,47,124,3,W,0
8/25/97,T,EAST,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/25/97,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/27/97,C,GRAV,D,10,UTST,NA,R,14,NA,NA,NA,NA,0
8/29/97,C,CALI,A,9,COTE,NA,R,2,NA,NA,NA,NA,0
8/29/97,C,GRAV,D,3,COTE,M,N,NA,38,82,2,W,0
8/29/97,C,GRAV,D,5,UTST,F,N,NA,NA,NA,2,W,1
8/29/97,C,SAND,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/29/97,G,BASN,B,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
8/29/97,G,BASN,B,7,PHCO,NA,N,NA,27,38,1,W,0
8/29/97,G,BASN,B,9,UTST,F,N,NA,27,74,1,W,1
8/29/97,G,IBPE,C,14,UTST,F,N,NA,34,83,NA,W,1
8/29/97,G,SUMM,A,12,CNIN,J,N,NA,23,69,1,W,0
8/29/97,M,NORT,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
8/29/97,M,RABB,A,14,UTST,F,N,NA,23,61,1,W,0
8/29/97,M,WELL,B,11,UTST,M,N,NA,35,91,2,W,0
8/29/97,T,EAST,B,7,UTST,F,N,NA,36,95,1,W,0
8/29/97,T,WEST,A,3,CNIN,J,N,NA,NA,NA,1,B,1
11/17/97,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/17/97,C,GRAV,D,1,UTST,M,N,11,47,124,4,W,1
11/17/97,C,SAND,B,10,UTST,F,N,10,46,124,4,W,0
11/17/97,G,BASN,B,16,UTST,M,N,9,51,130,4,W,0
11/17/97,G,IBPE,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/17/97,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/17/97,M,NORT,C,1,UTST,F,N,6,43,112,2,W,0
11/17/97,M,RABB,A,15,UTST,F,N,7,44,121,3,W,0
11/17/97,M,WELL,B,7,UTST,F,N,8,42,76,2,B,0
11/17/97,T,EAST,B,2,UTST,F,N,5,41,85,3,B,0
11/17/97,T,EAST,B,5,UTST,F,N,2,46,109,4,B,0
11/17/97,T,EAST,B,7,UTST,F,N,4,37,96,2,W,0
11/17/97,T,EAST,B,11,UTST,F,N,3,37,51,2,B,0
11/17/97,T,WEST,A,12,UTST,M,N,1,35,95,2,W,0
11/24/97,C,CALI,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/24/97,C,GRAV,D,3,UTST,M,N,NA,46,127,4,W,0
11/24/97,C,GRAV,D,6,UTST,NA,R,11,NA,NA,NA,NA,0
11/24/97,C,GRAV,D,13,UTST,M,N,NA,47,136,4,B,0
11/24/97,C,SAND,B,1,UTST,M,N,NA,53,139,6,W,0
11/24/97,C,SAND,B,13,UTST,F,N,NA,48,127,4,W,0
11/24/97,C,SAND,B,14,UTST,M,N,NA,39,110,3,B,0
11/24/97,G,BASN,B,8,UTST,M,N,NA,46,131,5,B,0
11/24/97,G,IBPE,C,2,UTST,F,N,NA,30,81,1,W,0
11/24/97,G,IBPE,C,12,UTST,F,N,NA,43,115,3,W,0
11/24/97,G,SUMM,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/24/97,M,NORT,C,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,1
11/24/97,M,RABB,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
11/24/97,M,WELL,B,1,SCUN,M,N,NA,34,92,1,W,0
11/24/97,M,WELL,B,4,UTST,M,N,NA,49,131,4,W,0
11/24/97,M,WELL,B,15,UTST,F,N,NA,42,108,2,W,0
11/24/97,T,EAST,B,2,UTST,F,N,NA,37,98,2,W,0
11/24/97,T,EAST,B,3,UTST,F,N,NA,37,101,2,W,0
11/24/97,T,EAST,B,4,UTST,M,N,NA,50,138,5,W,0
11/24/97,T,EAST,B,4,UTST,F,N,NA,37,83,1,B,0
11/24/97,T,EAST,B,5,UTST,F,N,NA,43,117,3,W,0
11/24/97,T,EAST,B,6,UTST,M,N,NA,52,141,4,W,0
11/24/97,T,EAST,B,9,UTST,M,N,NA,39,113,2,W,0
11/24/97,T,EAST,B,9,UTST,F,N,NA,48,111,4,B,0
11/24/97,T,EAST,B,10,UTST,NA,R,4,NA,NA,NA,NA,0
11/24/97,T,EAST,B,13,UTST,M,N,NA,50,130,5,W,0
11/24/97,T,EAST,B,14,UTST,M,N,NA,53,143,4,W,0
11/24/97,T,EAST,B,14,UTST,F,N,NA,39,112,2,W,0
11/24/97,T,WEST,A,NA,UKLI,NA,NA,NA,NA,NA,NA,NA,0
3/13/98,C,CALI,A,8,UTST,F,N,1,43,116,2,B,0
